Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Term_2,Home Ownership_Home Mortgage,Home Ownership_Own Home,Home Ownership_Rent,Purpose_business loan,Purpose_debt consolidation,Purpose_other,Purpose_take a trip,Term_Long Term,Term_Short Term,Credit_burden
Rent,0.05628217436652895,-0.8471789309027813,-0.11095342154390785,-0.8415711152477163,-0.9681871233157859,-0.008012638990762957,-0.3409788778582933,0.15933015011713514,-0.3370990397177327,debt consolidation,Short Term,-1.1060769643875537,-0.5412399944312738,-0.2895742878693956,0.16411816579436944,1,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.12004103991670857
Rent,-0.7610194913166454,-0.2978000037685579,-0.11095342154390785,-0.4341227023397134,-0.1728993491814445,-0.028056135348773104,-0.3409788778582933,0.19421306098605187,-0.3370990397177327,debt consolidation,Short Term,-0.5185367570980918,0.24201264356612306,-0.4991170000197794,0.3684521470127968,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.7465792500642436
Rent,-1.1565875195077153,1.0756473140670004,-0.11095342154390785,-1.0452953217017178,-1.0249933928968102,-0.03354887705619766,-0.3409788778582933,-0.27993613489885366,-0.3370990397177327,debt consolidation,Short Term,-1.1811722279366763,-0.750159170940539,-1.418119851227545,1.1449212756428209,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-1.003678494299402
Rent,-0.7029024231148281,1.0756473140670004,-0.11095342154390785,-0.6378469087937149,-1.3658310103829565,-0.042950100553434206,-0.3409788778582933,0.2529972255984859,-0.3370990397177327,debt consolidation,Long Term,-0.9063364001440748,-0.48397402273002166,-0.3713286473518383,0.23318305144620013,1,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,-0.7073701064792891
Rent,-0.6088108446238669,0.5262683869327771,-0.11095342154390785,-0.6378469087937149,-0.8971792863395054,-0.034767960944273896,-0.3409788778582933,0.3421424422634956,-0.3370990397177327,debt consolidation,Short Term,-0.3243160156454032,-0.16859274225423249,-0.9825158537800686,-0.33609142022834115,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.48145435541883896
Rent,-0.541234303743101,1.0756473140670004,-0.11095342154390785,-0.026674289431710546,-0.5705432362486152,-0.04767816914637851,1.6647792271904904,0.4739223277682918,2.545731972691612,debt consolidation,Short Term,-1.3327748027255892,-0.6988110814923391,-0.46264197809684343,-0.09211664665353773,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.5095853040846613
Rent,-0.4669351227718362,-0.023110540201446223,-0.11095342154390785,-0.6378469087937149,-0.28651188834349334,-0.013837608514532617,-0.3409788778582933,0.11863342077006588,-0.3370990397177327,debt consolidation,Short Term,-0.6384324428329305,0.7962013947585115,0.1977655452710728,-0.3262833891298562,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.5581498743926693
Rent,-0.6276287333220887,-0.8471789309027813,-0.11095342154390785,0.3807741234762923,-1.3658310103829565,-0.02018837660714597,-0.3409788778582933,-0.17657936195391544,-0.3370990397177327,debt consolidation,Short Term,-0.44408333340836315,-0.35109066668421435,-0.5112753406607581,0.12243403362581101,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.5959345767532699
Home Mortgage,-0.4699004003444829,-0.2978000037685579,-0.11095342154390785,-0.23039849588571198,-0.47113226448182266,-0.005269700242591432,-0.3409788778582933,-0.3858768271674157,-0.3370990397177327,debt consolidation,Short Term,0.3303606409366932,1.0315418233470601,-0.5703061807383372,0.899720498180708,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.4089378281917028
Home Mortgage,-0.19901636352806143,-0.8471789309027813,-0.11095342154390785,0.3807741234762923,0.3809617792335429,-0.02260869743448651,-0.3409788778582933,0.6942014501071924,-0.3370990397177327,debt consolidation,Long Term,1.2643660043271507,0.22682939010879735,-0.18191008522790192,0.5319193319875387,0,-1.6905693394114378,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,-0.1850372063145966
Home Mortgage,-0.33558210352520235,1.0756473140670004,-0.11095342154390785,-0.026674289431710546,1.3466683621109572,-0.027793922485459407,-0.3409788778582933,-0.17980926110844458,-0.3370990397177327,other,Long Term,-0.23869457840221525,-0.15687653092495754,-0.7785072828869578,-0.04552849893573684,1,-1.6905693394114378,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,1,0,-0.21833645956865486
Home Mortgage,-0.9338121460299139,-1.3965578580370046,-0.11095342154390785,-0.8415711152477163,-1.1386059320588588,-0.0388247096934465,-0.3409788778582933,-1.1145420764292329,-0.3370990397177327,debt consolidation,Short Term,-0.7841300909154167,-0.3475638479677489,-0.7311316796996962,1.1040544793991354,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.8925266540716087
Home Mortgage,-0.4505667905708264,1.0756473140670004,-0.11095342154390785,-0.026674289431710546,0.3951633466287992,-0.03229272642828127,-0.3409788778582933,0.5940745763167833,-0.3370990397177327,other,Short Term,-1.6104347258995255,-0.24833471119939982,-0.8162400641865467,-0.2445497966424853,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,-0.33862107042973166
Home Mortgage,0.4793632339876437,-1.121868394469893,-0.11095342154390785,-1.0452953217017178,-0.11609307960042034,-0.038249488804815934,1.6647792271904904,0.40609444552317603,2.545731972691612,other,Short Term,0.14551076143116012,-0.4072806597940024,0.7149562009507715,-0.0986553340525261,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,0.39073190670051056
Home Mortgage,-0.5449812284838973,-1.6712473216041164,-0.11095342154390785,-0.6378469087937149,-0.11609307960042034,-0.013495770802673404,1.6647792271904904,0.3712115346542593,-0.3370990397177327,business loan,Short Term,-1.3927226455930086,0.4506927137217296,0.1804084658732619,1.0631876831554499,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,7.559069710203823,-1.9544951813401197,-0.47696531147136084,-0.07041158834130604,0,1,-0.6414322425665427
Rent,-0.8137777098891755,-0.2978000037685579,-0.11095342154390785,0.7882225363842952,0.6365899923481526,-0.048435978049777256,1.6647792271904904,-0.12167107632691672,2.545731972691612,debt consolidation,Short Term,-0.8553743153081743,-0.5537333014099394,-0.17008714708736405,0.6545197207185951,1,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.8705385327438582
Home Mortgage,2.48432498973345,-1.3965578580370046,-0.11095342154390785,-0.026674289431710546,-0.13029464699567664,0.04203295116231252,-0.3409788778582933,-0.22050599045551408,-0.3370990397177327,business loan,Short Term,0.2325442463650153,-0.7535066598917604,1.8322657805441545,0.6189656079865886,1,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,7.559069710203823,-1.9544951813401197,-0.47696531147136084,-0.07041158834130604,0,1,2.3968950478654305
Own Home,0.6268490237849166,-0.5724894673356696,-0.11095342154390785,0.1770499170222909,-0.34331815792451775,-0.04408132253966711,-0.3409788778582933,-0.016376363889260375,-0.3370990397177327,debt consolidation,Short Term,-0.7813059955340822,-0.46747568432757325,1.146367667142738,0.981454090668079,1,0.5915167019106974,-0.9734197922398,3.2545295982244045,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.4689651096083603
Rent,0.7491370708808666,1.0756473140670004,-0.11095342154390785,3.6403614267403155,2.482793753731444,0.1297150106753091,-0.3409788778582933,-0.32192482390773486,-0.3370990397177327,debt consolidation,Long Term,1.8151929716592636,2.5307386607869375,0.9700298025359926,0.6953865169622806,1,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,0.6398711402288562
Home Mortgage,-0.5351732763846111,-0.8471789309027813,-0.11095342154390785,-0.4341227023397134,-0.5989463710391275,0.019827228313626617,-0.3409788778582933,-0.17205750313757437,-0.3370990397177327,debt consolidation,Short Term,-0.6745038429308853,-0.29765039664150106,-1.1527326227537695,0.5731947961936606,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.3658265839108728
Own Home,-0.03415001437758036,1.0756473140670004,-0.11095342154390785,-1.2490195281557193,-0.2013024839719571,-0.045186460523790266,-0.3409788778582933,0.19873491980239294,-0.3370990397177327,other,Short Term,1.2594880213957547,-0.5773450538337334,-1.2001920765661416,-0.6859111960742865,0,0.5915167019106974,-0.9734197922398,3.2545295982244045,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,0.20035918790045715
Home Mortgage,-0.5208320079322626,0.25157892336566545,-0.11095342154390785,-0.23039849588571198,0.19634140309521358,-0.026355183842774844,-0.3409788778582933,0.08827236871748978,-0.3370990397177327,debt consolidation,Short Term,0.08646149436689261,0.1137320848282452,-0.010519407502658026,0.899720498180708,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.5766860493635643
Home Mortgage,1.5710645695773697,-0.8471789309027813,-0.11095342154390785,2.0105677751083038,-0.8971792863395054,0.009659958859693523,-0.3409788778582933,0.13478291654271207,-0.3370990397177327,other,Short Term,0.002829760687826769,-0.31408895845553475,2.0643643108491814,-0.12194940791142887,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,1.3359489084098493
Home Mortgage,3.338370002874804,1.0756473140670004,-0.11095342154390785,2.2142919815623054,1.162047985972628,0.4842940711440227,-0.3409788778582933,0.09085628804111365,-0.3370990397177327,other,Short Term,0.002829760687826769,2.3526044273112263,1.6575210778145026,1.2266548681301919,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,3.380649950536151
Home Mortgage,-0.4292927031536295,-0.2978000037685579,-0.11095342154390785,-0.026674289431710546,-0.5989463710391275,-0.02187559969098121,-0.3409788778582933,-0.3477640171439699,-0.3370990397177327,debt consolidation,Short Term,-0.9045392485377709,-0.30924705479394665,-0.10258739387365498,0.17923888040453326,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.4566820756365711
Rent,-0.23170937904421168,1.0756473140670004,-0.11095342154390785,-0.4341227023397134,-0.2013024839719571,-0.025895281700313653,-0.3409788778582933,-0.029295960507377882,-0.3370990397177327,debt consolidation,Long Term,0.22612584777107317,-0.06768986101027265,-0.0184013662630166,-0.17507624302821811,0,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,-0.253833387256126
Home Mortgage,-0.3530917117583725,0.5262683869327771,-0.11095342154390785,-0.6378469087937149,0.054325729142652664,-0.04327134563204889,-0.3409788778582933,-0.7269541778857131,-0.3370990397177327,debt consolidation,Short Term,-1.0368866275448576,-0.26758277266892294,-0.0667831769516006,0.2830405428634929,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.3791129284221783
Own Home,-0.8076099325380703,-1.121868394469893,-0.11095342154390785,-1.656467941063722,-1.1954122016398834,-0.05760381837024244,-0.3409788778582933,-0.5816087159318932,-0.3370990397177327,debt consolidation,Short Term,-1.3114657193937014,-0.9046218754040415,-0.7420322609640219,-0.8575517402977674,1,0.5915167019106974,-0.9734197922398,3.2545295982244045,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.7501199924688637
Rent,-1.0447135272469006,1.0756473140670004,-0.11095342154390785,-0.6378469087937149,-0.826171449363225,-0.04920065116425751,-0.3409788778582933,-0.5279923899667065,-0.3370990397177327,debt consolidation,Short Term,-0.9795061441150149,-0.7407144699710214,-0.5700546288630065,0.899720498180708,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-1.0477490827556528
Rent,0.3772438188298079,-0.8471789309027813,-0.11095342154390785,-0.23039849588571198,0.5939852901623843,-0.04304757235079165,-0.3409788778582933,-0.4698542051851782,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.6135696664130222,0.4042896349174895,0.5727861282312242,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.3389371720393222
Rent,-0.5297278406502027,-1.121868394469893,-0.11095342154390785,-0.23039849588571198,2.7384219668460545,0.0011277444853761904,-0.3409788778582933,-0.7237242787311835,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.1737933054463086,-0.3590864560857494,1.0631876831554499,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.5173605773889757
Home Mortgage,1.753939168037637,-0.8471789309027813,-0.11095342154390785,-0.23039849588571198,-0.5421401014581031,-0.033316866721642614,-0.3409788778582933,-1.3729340087915793,-0.3370990397177327,debt consolidation,Long Term,0.8917137819628712,-0.11066922808041904,0.5391214400946872,0.0006509808196275558,0,-1.6905693394114378,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,1.8420183961949508
Rent,-0.5302260072824073,1.0756473140670004,-0.11095342154390785,-0.4341227023397134,-0.04508524262413988,-0.03901141623486358,-0.3409788778582933,-0.3748951700420161,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.41624714805620266,0.05010459445201484,0.8588537019370225,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.5991625489540209
Rent,-0.5179616192419406,0.5262683869327771,-0.11095342154390785,1.1956709492922981,-0.513736966667591,-0.009116404132669818,-0.3409788778582933,-1.1145420764292329,-0.3370990397177327,debt consolidation,Short Term,-0.6042865623131585,-0.3386571362939634,0.26023426097817,0.9405872944243935,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.6272567860038455
Rent,-0.30218430083558545,-1.121868394469893,-0.11095342154390785,-1.0452953217017178,-1.0533965276873225,-0.022837962084608955,-0.3409788778582933,0.9293381085569272,-0.3370990397177327,other,Long Term,0.4833752634162734,0.1865997461057257,-0.8497803142306257,0.4093189432564823,1,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,1,0,-0.16707126846294096
Rent,0.549254589152721,1.0756473140670004,-0.11095342154390785,-0.026674289431710546,1.5454903056445424,-0.008425864497869879,-0.3409788778582933,0.2058406979423579,-0.3370990397177327,debt consolidation,Short Term,0.27747303652261013,0.998784252895822,0.7544498453776746,0.05990783537297335,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.46055690085045453
Rent,5.261316925405317,-0.5724894673356696,-0.11095342154390785,-0.6378469087937149,-1.6356607908928222,-0.026990809788922702,-0.3409788778582933,-0.7495634719674186,-0.3370990397177327,other,Short Term,0.002829760687826769,-0.42712648714767226,-0.5289678225590098,0.7362533132059661,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,5.951671529090908
Home Mortgage,0.7300881277541842,1.0756473140670004,-0.11095342154390785,-0.026674289431710546,1.9715373275022257,-0.026492468064405052,-0.3409788778582933,-0.016376363889260375,-0.3370990397177327,debt consolidation,Short Term,-1.034062532163523,0.3442903863436203,0.4587925412391179,0.981454090668079,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.7202135267587682
Home Mortgage,1.6756686501188778,1.0756473140670004,-0.11095342154390785,-0.026674289431710546,1.5170871708540303,-0.026767036507665463,-0.3409788778582933,-1.6959239242445123,-0.3370990397177327,debt consolidation,Short Term,0.5239395425299876,0.31260879448384615,1.5555587176805024,-0.3642895096364817,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,1.553217936203468
Home Mortgage,-0.5172736748450866,-1.6712473216041164,-0.11095342154390785,-0.23039849588571198,0.40936491402405495,-0.007138138498978542,-0.3409788778582933,0.10054598550470155,-0.3370990397177327,debt consolidation,Short Term,-1.028414341400854,-0.03600826915049852,-0.23976701655393826,0.8179869056933371,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.5272127763761258
Home Mortgage,0.04109995319457784,1.0756473140670004,-0.11095342154390785,3.029188807378311,1.0910401489963475,0.023156370688159122,-0.3409788778582933,-0.021544202536507195,-0.3370990397177327,debt consolidation,Short Term,0.218937241345858,0.7797628329444778,1.7097600172581557,0.7771201094496516,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.2938151397029287
Home Mortgage,-0.5050567312457821,-0.8471789309027813,-0.11095342154390785,0.3807741234762923,-0.5847448036438715,-0.032866574474695535,-0.3409788778582933,-0.2747682962516068,-0.3370990397177327,debt consolidation,Short Term,-0.23753926665530567,-0.07390662620539813,0.17839605087061716,0.3684521470127968,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.5966665475488834
Home Mortgage,-0.9146208695797445,-1.121868394469893,-0.11095342154390785,-0.23039849588571198,0.3099539422572624,-0.017383659959240853,-0.3409788778582933,-0.22502784927185493,-0.3370990397177327,debt consolidation,Short Term,-0.34613857086480637,0.7562108571090985,-0.38155842361528236,0.7362533132059661,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.9406111013744762
Rent,1.165011319889421,0.8009578504998889,-0.11095342154390785,-0.4341227023397134,-0.14449621439093244,-0.006350127066821157,-0.3409788778582933,-0.15655398719583344,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.18311845323899684,0.685440780911982,1.1040544793991354,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,1.1585191431551356
Rent,-1.003508030097402,-1.6712473216041164,-0.11095342154390785,-1.2490195281557193,1.2898620925299327,-0.04172277961206016,-0.3409788778582933,1.0171913655601255,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.43621252858670184,-0.6528990464718818,0.5727861282312242,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.9855099904637828
Home Mortgage,-0.5291110629150921,0.8009578504998889,-0.11095342154390785,1.603119362200301,0.43776804881456705,-0.013236303623792314,1.6647792271904904,-0.09906178224521131,2.545731972691612,debt consolidation,Short Term,-0.41109276463550065,0.01832864971843483,0.22359153780501365,-0.9392853327851384,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.6323708833797975
Rent,0.4418631476929248,0.8009578504998889,-0.11095342154390785,-0.23039849588571198,-0.2155040513672129,-0.0034657855703705185,-0.3409788778582933,-0.263786639126207,-0.3370990397177327,debt consolidation,Long Term,0.7851683653034319,0.46593574376747,0.3437494835879268,-1.3888200914656785,0,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,0.4227661908822475
Rent,-0.19557664154379126,1.0756473140670004,-0.11095342154390785,-1.2490195281557193,-0.8971792863395054,-0.0358360321885569,-0.3409788778582933,-0.5331602286139533,-0.3370990397177327,debt consolidation,Long Term,-0.03741359849619033,-0.2860537384890554,-0.48410773812505403,-1.2253529064909368,0,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,-0.1212108846689315
Home Mortgage,1.510857573742351,-0.5724894673356696,-0.11095342154390785,4.047809839648319,-0.3717212927150301,-0.03659246824973934,1.6647792271904904,2.115357078100098,2.545731972691612,debt consolidation,Short Term,1.2958161574374671,-0.2860537384890554,3.0621028990354224,1.0223208869117644,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,1.0709343289794098
Rent,0.310442045673223,-0.2978000037685579,-0.11095342154390785,0.1770499170222909,-0.41432599490079824,-0.022161150871972037,-0.3409788778582933,-0.33936627934219343,-0.3370990397177327,debt consolidation,Long Term,2.294518978654861,0.4765161999168662,0.43263114620473625,-4.412963013498404,1,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,0.2590762265808852
Rent,-0.011563376495627567,-0.8471789309027813,-0.11095342154390785,-0.4341227023397134,1.6875059795971032,-0.03876705032036181,-0.3409788778582933,-0.6623561947951265,-0.3370990397177327,debt consolidation,Short Term,-1.037271731460494,-0.2808531752969793,0.13814775081772232,0.45018573950016777,1,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.040280224322577995
Home Mortgage,-0.1827666424299575,1.0756473140670004,-0.11095342154390785,1.3993951557462996,2.482793753731444,0.011441908056453603,-0.3409788778582933,-1.3083360257009926,-0.3370990397177327,other,Long Term,1.2033912176847006,0.7562108571090985,-0.6035110282819754,-1.9200884426335898,0,-1.6905693394114378,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,1,0,-0.08326722350844953
Home Mortgage,0.8775928953279216,1.0756473140670004,-0.11095342154390785,1.1956709492922981,0.11113199872367734,0.04863083085386024,-0.3409788778582933,1.9215631288283381,-0.3370990397177327,debt consolidation,Short Term,-0.7524232018613427,1.5246389011796577,1.535434567654055,0.5319193319875387,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,0.6703517710623587
Rent,-0.028382430887679656,1.0756473140670004,-0.11095342154390785,0.1770499170222909,1.77271538396864,-0.019073628727508694,1.6647792271904904,0.4797361462464448,2.545731972691612,debt consolidation,Long Term,1.4090367086346063,0.43819940674306396,0.14980298770803976,0.4093189432564823,1,-1.6905693394114378,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,1,0,-0.06128465193368451
Rent,-0.8862965382058232,-1.121868394469893,-0.11095342154390785,-0.8415711152477163,-1.2380169038256517,-0.04916633010884995,-0.3409788778582933,0.1166954812773482,-0.3370990397177327,debt consolidation,Short Term,0.002829760687826769,-0.6631842347971968,-0.08665577510271744,0.3684521470127968,0,0.5915167019106974,-0.9734197922398,-0.30726406683951407,1.1579395364342013,-0.13229141128968838,0.5116410669860745,-0.47696531147136084,-0.07041158834130604,0,1,-0.9676911210662374
Home Mortgage,2.539761447009594,-1.3965578580370046,-0.11095342154390785,0.5844983299302937,1.2756605251346769,0.0511307765297463,-0.3409788778582933,-0.6403928805443273,-0.3370990397177327,other,Short Term,2.7968228526167715,2.650411390793103,3.4599741151833103,-0.65321775907934,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,2.1353034173324983
Home Mortgage,-0.4137261820082638,1.0756473140670004,-0.11095342154390785,0.9919467428382966,-0.49953539927233476,-0.017516825654222152,-0.3409788778582933,0.12250929975550076,-0.3370990397177327,other,Short Term,0.002829760687826769,-0.29083586556222885,-0.42717316367522984,0.981454090668079,0,0.5915167019106974,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,0,1,-0.37493449165078224
Home Mortgage,0.4621930907309906,1.0756473140670004,-0.11095342154390785,-0.23039849588571198,3.4342987692136027,0.05747193472684554,-0.3409788778582933,-0.17851730144663264,-0.3370990397177327,other,Long Term,2.6669144650753833,2.216672465256271,2.1857800160087475,-2.287889608826759,1,-1.6905693394114378,1.0273060071020748,-0.30726406683951407,-0.8636029503573512,-0.13229141128968838,-1.9544951813401197,2.096588527402888,-0.07041158834130604,1,0,0.07960692710407401
